Entity,Code,Day,p_avg_all_ages,143222-annotations
Chile,CHL,2020-04-12,3,
Chile,CHL,2020-04-19,9.32,
Chile,CHL,2020-04-26,5.57,
Chile,CHL,2020-05-03,5.24,
Chile,CHL,2020-05-10,19.76,
Chile,CHL,2020-05-17,19.67,
Chile,CHL,2020-05-24,34.76,
Chile,CHL,2020-05-31,53.71,
Chile,CHL,2020-06-07,68.73,
Chile,CHL,2020-06-14,64.91,
Chile,CHL,2020-06-21,53.87,
Chile,CHL,2020-06-28,44.18,
Chile,CHL,2020-07-05,28.45,
Chile,CHL,2020-07-12,25.68,
Chile,CHL,2020-07-19,16.05,
Chile,CHL,2020-07-26,13.85,
Chile,CHL,2020-08-02,13.18,
Chile,CHL,2020-08-09,10.46,
Chile,CHL,2020-08-16,8.29,
Chile,CHL,2020-08-23,16.78,
Chile,CHL,2020-08-30,15.03,
Chile,CHL,2020-09-06,8.21,
Chile,CHL,2020-09-13,11.64,
Chile,CHL,2020-09-20,8.46,
Chile,CHL,2020-09-27,11.38,
Chile,CHL,2020-10-04,13.08,
Chile,CHL,2020-10-11,19.47,
Chile,CHL,2020-10-18,16.44,
Chile,CHL,2020-10-25,17.67,
Chile,CHL,2020-11-01,16.79,
Chile,CHL,2020-11-08,15.03,
Chile,CHL,2020-11-15,11.75,
Chile,CHL,2020-11-22,12.45,
Chile,CHL,2020-11-29,16.21,
Chile,CHL,2020-12-06,17.5,
Chile,CHL,2020-12-13,15.71,
Chile,CHL,2020-12-20,14.4,
Chile,CHL,2020-12-27,26.47,
Chile,CHL,2021-01-03,23.43,
Chile,CHL,2021-01-10,26.55,
Chile,CHL,2021-01-17,32.23,
Chile,CHL,2021-01-24,42.66,
Chile,CHL,2021-01-31,33.87,
Chile,CHL,2021-02-07,37.46,
Chile,CHL,2021-02-14,36.46,
Chile,CHL,2021-02-21,36.42,
Chile,CHL,2021-02-28,38.58,
Chile,CHL,2021-03-07,49.28,
Chile,CHL,2021-03-14,48.44,
Chile,CHL,2021-03-21,42.04,
Chile,CHL,2021-03-28,51.77,
Chile,CHL,2021-04-04,53.79,
Chile,CHL,2021-04-11,51.02,
Chile,CHL,2021-04-18,48.45,
Chile,CHL,2021-04-25,39.55,
Chile,CHL,2021-05-02,40.39,
Chile,CHL,2021-05-09,37.98,
Chile,CHL,2021-05-16,41.45,
Chile,CHL,2021-05-23,44.12,
Chile,CHL,2021-05-30,41.51,
Chile,CHL,2021-06-06,36.5,
Chile,CHL,2021-06-13,35.54,
Chile,CHL,2021-06-20,31.66,
Chile,CHL,2021-06-27,31.68,
Chile,CHL,2021-07-04,36.19,
Chile,CHL,2021-07-11,30.5,
Chile,CHL,2021-07-18,28.77,
Chile,CHL,2021-07-25,18.07,
Chile,CHL,2021-08-01,15.84,
Chile,CHL,2021-08-08,12.54,
Chile,CHL,2021-08-15,15.11,
Chile,CHL,2021-08-22,16.08,
Chile,CHL,2021-08-29,5.94,
Chile,CHL,2021-09-05,8.12,
Chile,CHL,2021-09-12,8.03,
Chile,CHL,2021-09-19,10.43,
Chile,CHL,2021-09-26,5.97,
Chile,CHL,2021-10-03,4.55,
Chile,CHL,2021-10-10,2.69,
Colombia,COL,2020-01-05,5.56,
Colombia,COL,2020-01-12,9.05,
Colombia,COL,2020-01-19,6.35,
Colombia,COL,2020-01-26,6.45,
Colombia,COL,2020-02-02,6.18,
Colombia,COL,2020-02-09,10.23,
Colombia,COL,2020-02-16,10.58,
Colombia,COL,2020-02-23,10.94,
Colombia,COL,2020-03-01,5.84,
Colombia,COL,2020-03-08,5.36,
Colombia,COL,2020-03-15,2.51,
Colombia,COL,2020-03-22,4.71,
Colombia,COL,2020-03-29,0.48,
Colombia,COL,2020-04-05,-2.06,
Colombia,COL,2020-04-12,0,
Colombia,COL,2020-04-19,2.16,
Colombia,COL,2020-04-26,1.52,
Colombia,COL,2020-05-03,-1.57,
Colombia,COL,2020-05-10,2.31,
Colombia,COL,2020-05-17,1.33,
Colombia,COL,2020-05-24,4.98,
Colombia,COL,2020-05-31,5.64,
Colombia,COL,2020-06-07,13.44,
Colombia,COL,2020-06-14,18.23,
Colombia,COL,2020-06-21,26.86,
Colombia,COL,2020-06-28,33.45,
Colombia,COL,2020-07-05,36.48,
Colombia,COL,2020-07-12,48.32,
Colombia,COL,2020-07-19,64.53,
Colombia,COL,2020-07-26,78.2,
Colombia,COL,2020-08-02,84.93,
Colombia,COL,2020-08-09,77.55,
Colombia,COL,2020-08-16,73.85,
Colombia,COL,2020-08-23,64.94,
Colombia,COL,2020-08-30,56.18,
Colombia,COL,2020-09-06,51.09,
Colombia,COL,2020-09-13,48.08,
Colombia,COL,2020-09-20,42.72,
Colombia,COL,2020-09-27,44.71,
Colombia,COL,2020-10-04,39.74,
Colombia,COL,2020-10-11,42.4,
Colombia,COL,2020-10-18,43.24,
Colombia,COL,2020-10-25,48.68,
Colombia,COL,2020-11-01,39.54,
Colombia,COL,2020-11-08,42.75,
Colombia,COL,2020-11-15,39.34,
Colombia,COL,2020-11-22,41.16,
Colombia,COL,2020-11-29,40.13,
Colombia,COL,2020-12-06,35.17,
Colombia,COL,2020-12-13,44.44,
Colombia,COL,2020-12-20,44.75,
Colombia,COL,2020-12-27,50.24,
Colombia,COL,2021-01-03,62.99,
Colombia,COL,2021-01-10,65.61,
Colombia,COL,2021-01-17,83.82,
Colombia,COL,2021-01-24,84.15,
Colombia,COL,2021-01-31,71.67,
Colombia,COL,2021-02-07,61.16,
Colombia,COL,2021-02-14,47.4,
Colombia,COL,2021-02-21,39.19,
Colombia,COL,2021-02-28,31.53,
Colombia,COL,2021-03-07,30.25,
Colombia,COL,2021-03-14,23.51,
Colombia,COL,2021-03-21,28.09,
Colombia,COL,2021-03-28,38.66,
Colombia,COL,2021-04-04,49.96,
Colombia,COL,2021-04-11,68.54,
Colombia,COL,2021-04-18,98.35,
Colombia,COL,2021-04-25,105.85,
Colombia,COL,2021-05-02,106.17,
Colombia,COL,2021-05-09,105.07,
Colombia,COL,2021-05-16,105.76,
Colombia,COL,2021-05-23,100.45,
Colombia,COL,2021-05-30,107.58,
Colombia,COL,2021-06-06,117.77,
Colombia,COL,2021-06-13,121.92,
Colombia,COL,2021-06-20,131.48,
Colombia,COL,2021-06-27,129.57,
Colombia,COL,2021-07-04,123,
Colombia,COL,2021-07-11,107.69,
Costa Rica,CRI,2020-01-31,6.79,
Costa Rica,CRI,2020-02-29,13.54,
Costa Rica,CRI,2020-03-31,6.9,
Costa Rica,CRI,2020-04-30,2.56,
Costa Rica,CRI,2020-05-31,-2.34,
Costa Rica,CRI,2020-06-30,-2.86,
Costa Rica,CRI,2020-07-31,8.24,
Costa Rica,CRI,2020-08-31,18.23,
Costa Rica,CRI,2020-09-30,35.4,
Costa Rica,CRI,2020-10-31,26.27,
Costa Rica,CRI,2020-11-30,17.66,
Costa Rica,CRI,2020-12-31,34.93,
Croatia,HRV,2020-01-05,-16.21,
Croatia,HRV,2020-01-12,-16,
Croatia,HRV,2020-01-19,-19.01,
Croatia,HRV,2020-01-26,-8.18,
Croatia,HRV,2020-02-02,-8.45,
Croatia,HRV,2020-02-09,-8.64,
Croatia,HRV,2020-02-16,-4.32,
Croatia,HRV,2020-02-23,-6.27,
Croatia,HRV,2020-03-01,-8.43,
Croatia,HRV,2020-03-08,-6.31,
Croatia,HRV,2020-03-15,-0.82,
Croatia,HRV,2020-03-22,3.01,
Croatia,HRV,2020-03-29,8.04,
Croatia,HRV,2020-04-05,-3.29,
Croatia,HRV,2020-04-12,0.32,
Croatia,HRV,2020-04-19,1.37,
Croatia,HRV,2020-04-26,-14.45,
Croatia,HRV,2020-05-03,-6.25,
Croatia,HRV,2020-05-10,-7.51,
Croatia,HRV,2020-05-17,-3.42,
Croatia,HRV,2020-05-24,-4.46,
Croatia,HRV,2020-05-31,-8.72,
Croatia,HRV,2020-06-07,2.57,
Croatia,HRV,2020-06-14,4.06,
Croatia,HRV,2020-06-21,-3.54,
Croatia,HRV,2020-06-28,1.58,
Croatia,HRV,2020-07-05,1.83,
Croatia,HRV,2020-07-12,-3.2,
Croatia,HRV,2020-07-19,-7.14,
Croatia,HRV,2020-07-26,-1.34,
Croatia,HRV,2020-08-02,10.36,
Croatia,HRV,2020-08-09,-0.38,
Croatia,HRV,2020-08-16,-1.41,
Croatia,HRV,2020-08-23,1.75,
Croatia,HRV,2020-08-30,6.12,
Croatia,HRV,2020-09-06,4.92,
Croatia,HRV,2020-09-13,11.21,
Croatia,HRV,2020-09-20,4.69,
Croatia,HRV,2020-09-27,1.69,
Croatia,HRV,2020-10-04,10.69,
Croatia,HRV,2020-10-11,-0.39,
Croatia,HRV,2020-10-18,16.2,
Croatia,HRV,2020-10-25,18.7,
Croatia,HRV,2020-11-01,20.27,
Croatia,HRV,2020-11-08,31.92,
Croatia,HRV,2020-11-15,38.74,
Croatia,HRV,2020-11-22,55.41,
Croatia,HRV,2020-11-29,52.34,
Croatia,HRV,2020-12-06,69.34,
Croatia,HRV,2020-12-13,68.1,
Croatia,HRV,2020-12-20,70.58,
Croatia,HRV,2020-12-27,52.16,
Croatia,HRV,2021-01-03,37.24,
Croatia,HRV,2021-01-10,10.78,
Croatia,HRV,2021-01-17,7.84,
Croatia,HRV,2021-01-24,4.21,
Croatia,HRV,2021-01-31,0.81,
Croatia,HRV,2021-02-07,0.75,
Croatia,HRV,2021-02-14,0.07,
Croatia,HRV,2021-02-21,-1.69,
Croatia,HRV,2021-02-28,-1.79,
Croatia,HRV,2021-03-07,-7.54,
Croatia,HRV,2021-03-14,-4.27,
Croatia,HRV,2021-03-21,-6.5,
Croatia,HRV,2021-03-28,7.33,
Croatia,HRV,2021-04-04,18.45,
Croatia,HRV,2021-04-11,22.32,
Croatia,HRV,2021-04-18,29.34,
Croatia,HRV,2021-04-25,36.68,
Croatia,HRV,2021-05-02,32.03,
Croatia,HRV,2021-05-09,28.92,
Croatia,HRV,2021-05-16,32.25,
Croatia,HRV,2021-05-23,17.51,
Croatia,HRV,2021-05-30,10.56,
Croatia,HRV,2021-06-06,22.82,
Croatia,HRV,2021-06-13,11.63,
Croatia,HRV,2021-06-20,9.16,
Croatia,HRV,2021-06-27,20.77,
Croatia,HRV,2021-07-04,7.28,
Croatia,HRV,2021-07-11,5.09,
Croatia,HRV,2021-07-18,3.96,
Croatia,HRV,2021-07-25,-5.46,
Croatia,HRV,2021-08-01,7.27,
Croatia,HRV,2021-08-08,-1.39,
Croatia,HRV,2021-08-15,9.44,
Croatia,HRV,2021-08-22,2.11,
Croatia,HRV,2021-08-29,-1.02,
Cuba,CUB,2020-01-31,6.45,
Cuba,CUB,2020-02-29,7.81,
Cuba,CUB,2020-03-31,16.16,
Cuba,CUB,2020-04-30,14.48,
Cuba,CUB,2020-05-31,2.1,
Cuba,CUB,2020-06-30,2.07,
Cuba,CUB,2020-07-31,0.57,
Cuba,CUB,2020-08-31,6.08,
Cuba,CUB,2020-09-30,0.43,
Cuba,CUB,2020-10-31,5.11,
Cuba,CUB,2020-11-30,9.63,
Cuba,CUB,2020-12-31,22.9,
Cyprus,CYP,2020-01-12,7.84,
Cyprus,CYP,2020-01-19,15.89,
Cyprus,CYP,2020-01-26,6.31,
Cyprus,CYP,2020-02-02,11.72,
Cyprus,CYP,2020-02-09,-6.73,
Cyprus,CYP,2020-02-16,-18.84,
Cyprus,CYP,2020-02-23,9.66,
Cyprus,CYP,2020-03-01,3.83,
Cyprus,CYP,2020-03-08,-5.6,
Cyprus,CYP,2020-03-15,4.54,
Cyprus,CYP,2020-03-22,11.56,
Cyprus,CYP,2020-03-29,22.12,
Cyprus,CYP,2020-04-05,11.02,
Cyprus,CYP,2020-04-12,-4.09,
Cyprus,CYP,2020-04-19,5.08,
Cyprus,CYP,2020-04-26,-4.07,
Cyprus,CYP,2020-05-03,1.56,
Cyprus,CYP,2020-05-10,4.85,
Cyprus,CYP,2020-05-17,40.5,
Cyprus,CYP,2020-05-24,68.53,
Cyprus,CYP,2020-05-31,2.36,
Cyprus,CYP,2020-06-07,28.45,
Cyprus,CYP,2020-06-14,-1.77,
Cyprus,CYP,2020-06-21,-5.96,
Cyprus,CYP,2020-06-28,3.55,
Cyprus,CYP,2020-07-05,11.22,
Cyprus,CYP,2020-07-12,-4.39,
Cyprus,CYP,2020-07-19,6.28,
Cyprus,CYP,2020-07-26,14.69,
Cyprus,CYP,2020-08-02,9.92,
Cyprus,CYP,2020-08-09,-17.76,
Cyprus,CYP,2020-08-16,8.7,
Cyprus,CYP,2020-08-23,7.36,
Cyprus,CYP,2020-08-30,1.68,
Cyprus,CYP,2020-09-06,-5.15,
Cyprus,CYP,2020-09-13,16.92,
Cyprus,CYP,2020-09-20,4.17,
Cyprus,CYP,2020-09-27,2.25,
Cyprus,CYP,2020-10-04,12.47,
Cyprus,CYP,2020-10-11,6.21,
Cyprus,CYP,2020-10-18,8.87,
Cyprus,CYP,2020-10-25,12.94,
Cyprus,CYP,2020-11-01,1.5,
Cyprus,CYP,2020-11-08,10.78,
Cyprus,CYP,2020-11-15,8.01,
Cyprus,CYP,2020-11-22,0.39,
Cyprus,CYP,2020-11-29,9.59,
Cyprus,CYP,2020-12-06,12.07,
Cyprus,CYP,2020-12-13,24.78,
Cyprus,CYP,2020-12-20,5.5,
Cyprus,CYP,2020-12-27,1.96,
Cyprus,CYP,2021-01-03,-31.48,
Cyprus,CYP,2021-01-10,30.73,
Cyprus,CYP,2021-01-17,-8.26,
Cyprus,CYP,2021-01-24,4.23,
Cyprus,CYP,2021-01-31,13.17,
Cyprus,CYP,2021-02-07,8.31,
Cyprus,CYP,2021-02-14,-22.59,
Cyprus,CYP,2021-02-21,4.35,
Cyprus,CYP,2021-02-28,3.53,
Cyprus,CYP,2021-03-07,-5.01,
Cyprus,CYP,2021-03-14,0,
Cyprus,CYP,2021-03-21,11.83,
Cyprus,CYP,2021-03-28,5.86,
Cyprus,CYP,2021-04-04,23.89,
Cyprus,CYP,2021-04-11,29.38,
Cyprus,CYP,2021-04-18,49.2,
Cyprus,CYP,2021-04-25,29.6,
Cyprus,CYP,2021-05-02,25.64,
Cyprus,CYP,2021-05-09,37.15,
Cyprus,CYP,2021-05-16,9.71,
Cyprus,CYP,2021-05-23,2.27,
Cyprus,CYP,2021-05-30,14.53,
Cyprus,CYP,2021-06-06,16.14,
Cyprus,CYP,2021-06-13,19.96,
Cyprus,CYP,2021-06-20,23.62,
Cyprus,CYP,2021-06-27,3.35,
Cyprus,CYP,2021-07-04,40.04,
Cyprus,CYP,2021-07-11,32.26,
Cyprus,CYP,2021-07-18,27.19,
Cyprus,CYP,2021-07-25,50.81,
Cyprus,CYP,2021-08-01,57.95,
Cyprus,CYP,2021-08-08,75.1,
Cyprus,CYP,2021-08-15,61.68,
Cyprus,CYP,2021-08-22,44.57,
Cyprus,CYP,2021-08-29,49.11,
Cyprus,CYP,2021-09-05,32.46,
Cyprus,CYP,2021-09-12,28.87,
Cyprus,CYP,2021-09-19,22.62,
Czechia,CZE,2020-01-05,-2.55,
Czechia,CZE,2020-01-12,-0.75,
Czechia,CZE,2020-01-19,-6.07,
Czechia,CZE,2020-01-26,-2.06,
Czechia,CZE,2020-02-02,-1.73,
Czechia,CZE,2020-02-09,-4.52,
Czechia,CZE,2020-02-16,-4.32,
Czechia,CZE,2020-02-23,-6.04,
Czechia,CZE,2020-03-01,-4.29,
Czechia,CZE,2020-03-08,-4.85,
Czechia,CZE,2020-03-15,-1.54,
Czechia,CZE,2020-03-22,2.61,
Czechia,CZE,2020-03-29,4.46,
Czechia,CZE,2020-04-05,7.32,
Czechia,CZE,2020-04-12,6.03,
Czechia,CZE,2020-04-19,2.86,
Czechia,CZE,2020-04-26,-3.52,
Czechia,CZE,2020-05-03,4.02,
Czechia,CZE,2020-05-10,-1.18,
Czechia,CZE,2020-05-17,2.24,
Czechia,CZE,2020-05-24,-3.4,
Czechia,CZE,2020-05-31,-4.88,
Czechia,CZE,2020-06-07,9.13,
Czechia,CZE,2020-06-14,1.31,
Czechia,CZE,2020-06-21,3.8,
Czechia,CZE,2020-06-28,6.16,
Czechia,CZE,2020-07-05,6.47,
Czechia,CZE,2020-07-12,0.55,
Czechia,CZE,2020-07-19,-0.24,
Czechia,CZE,2020-07-26,2.91,
Czechia,CZE,2020-08-02,9.39,
Czechia,CZE,2020-08-09,7.24,
Czechia,CZE,2020-08-16,6.37,
Czechia,CZE,2020-08-23,7.24,
Czechia,CZE,2020-08-30,3.92,
Czechia,CZE,2020-09-06,4.09,
Czechia,CZE,2020-09-13,6.57,
Czechia,CZE,2020-09-20,11.68,
Czechia,CZE,2020-09-27,18.52,
Czechia,CZE,2020-10-04,13.28,
Czechia,CZE,2020-10-11,23.68,
Czechia,CZE,2020-10-18,42.13,
Czechia,CZE,2020-10-25,75.39,
Czechia,CZE,2020-11-01,105.54,
Czechia,CZE,2020-11-08,108.07,
Czechia,CZE,2020-11-15,84.55,
Czechia,CZE,2020-11-22,63.92,
Czechia,CZE,2020-11-29,51.64,
Czechia,CZE,2020-12-06,46.32,
Czechia,CZE,2020-12-13,43.69,
Czechia,CZE,2020-12-20,45.85,
Czechia,CZE,2020-12-27,42.97,
Czechia,CZE,2021-01-03,57.47,
Czechia,CZE,2021-01-10,61.49,
Czechia,CZE,2021-01-17,59.4,
Czechia,CZE,2021-01-24,49.9,
Czechia,CZE,2021-01-31,43.91,
Czechia,CZE,2021-02-07,35.43,
Czechia,CZE,2021-02-14,38.95,
Czechia,CZE,2021-02-21,38.82,
Czechia,CZE,2021-02-28,44.34,
Czechia,CZE,2021-03-07,58.45,
Czechia,CZE,2021-03-14,66.49,
Czechia,CZE,2021-03-21,63.81,
Czechia,CZE,2021-03-28,52.31,
Czechia,CZE,2021-04-04,53.8,
Czechia,CZE,2021-04-11,35.77,
Czechia,CZE,2021-04-18,24.03,
Czechia,CZE,2021-04-25,20.86,
Czechia,CZE,2021-05-02,17.05,
Czechia,CZE,2021-05-09,12.95,
Czechia,CZE,2021-05-16,10.69,
Czechia,CZE,2021-05-23,2.9,
Czechia,CZE,2021-05-30,-2.04,
Czechia,CZE,2021-06-06,0.03,
Czechia,CZE,2021-06-13,-0.38,
Czechia,CZE,2021-06-20,4.37,
Czechia,CZE,2021-06-27,2,
Czechia,CZE,2021-07-04,-4.7,
Czechia,CZE,2021-07-11,-3.57,
Czechia,CZE,2021-07-18,1.46,
Czechia,CZE,2021-07-25,-3.05,
Czechia,CZE,2021-08-01,2.32,
Czechia,CZE,2021-08-08,-8,
Czechia,CZE,2021-08-15,-1.08,
Czechia,CZE,2021-08-22,-6.18,
Czechia,CZE,2021-08-29,-6.78,
Denmark,DNK,2020-01-05,-0.39,
Denmark,DNK,2020-01-12,3.14,
Denmark,DNK,2020-01-19,-2.85,
Denmark,DNK,2020-01-26,-6.09,
Denmark,DNK,2020-02-02,-4.8,
Denmark,DNK,2020-02-09,-5.25,
Denmark,DNK,2020-02-16,-9.29,
Denmark,DNK,2020-02-23,-10.57,
Denmark,DNK,2020-03-01,-13.31,
Denmark,DNK,2020-03-08,-9.29,
Denmark,DNK,2020-03-15,-7.96,
Denmark,DNK,2020-03-22,1.59,
Denmark,DNK,2020-03-29,2.47,
Denmark,DNK,2020-04-05,9.51,
Denmark,DNK,2020-04-12,6.96,
Denmark,DNK,2020-04-19,5.13,
Denmark,DNK,2020-04-26,10.46,
Denmark,DNK,2020-05-03,1.28,
Denmark,DNK,2020-05-10,1.3,
Denmark,DNK,2020-05-17,-2.24,
Denmark,DNK,2020-05-24,2.66,
Denmark,DNK,2020-05-31,-0.12,
Denmark,DNK,2020-06-07,-0.97,
Denmark,DNK,2020-06-14,2.67,
Denmark,DNK,2020-06-21,-2.25,
Denmark,DNK,2020-06-28,5.83,
Denmark,DNK,2020-07-05,5.67,
Denmark,DNK,2020-07-12,1.51,
Denmark,DNK,2020-07-19,7.1,
Denmark,DNK,2020-07-26,-3.59,
Denmark,DNK,2020-08-02,1.78,
Denmark,DNK,2020-08-09,0.06,
Denmark,DNK,2020-08-16,5.17,
Denmark,DNK,2020-08-23,2.66,
Denmark,DNK,2020-08-30,1.28,
Denmark,DNK,2020-09-06,4.56,
Denmark,DNK,2020-09-13,3.56,
Denmark,DNK,2020-09-20,12.1,
Denmark,DNK,2020-09-27,-0.51,
Denmark,DNK,2020-10-04,2.64,
Denmark,DNK,2020-10-11,-5.42,
Denmark,DNK,2020-10-18,2.56,
Denmark,DNK,2020-10-25,11.4,
Denmark,DNK,2020-11-01,-0.77,
Denmark,DNK,2020-11-08,2.97,
Denmark,DNK,2020-11-15,7.74,
Denmark,DNK,2020-11-22,6.16,
Denmark,DNK,2020-11-29,5.3,
Denmark,DNK,2020-12-06,2.24,
Denmark,DNK,2020-12-13,2.28,
Denmark,DNK,2020-12-20,20.55,
Denmark,DNK,2020-12-27,13.89,
Denmark,DNK,2021-01-03,18.3,
Denmark,DNK,2021-01-10,9.95,
Denmark,DNK,2021-01-17,8.79,
Denmark,DNK,2021-01-24,15.2,
Denmark,DNK,2021-01-31,10.64,
Denmark,DNK,2021-02-07,4.94,
Denmark,DNK,2021-02-14,-2.27,
Denmark,DNK,2021-02-21,-9.03,
Denmark,DNK,2021-02-28,-16.19,
Denmark,DNK,2021-03-07,-17.63,
Denmark,DNK,2021-03-14,-10.14,
Denmark,DNK,2021-03-21,-16.51,
Denmark,DNK,2021-03-28,-7.86,
Denmark,DNK,2021-04-04,-10.34,
Denmark,DNK,2021-04-11,-7.82,
Denmark,DNK,2021-04-18,-3.61,
Denmark,DNK,2021-04-25,3.28,
Denmark,DNK,2021-05-02,3.13,
Denmark,DNK,2021-05-09,8.23,
Denmark,DNK,2021-05-16,3.18,
Denmark,DNK,2021-05-23,7.83,
Denmark,DNK,2021-05-30,6.59,
Denmark,DNK,2021-06-06,6.27,
Denmark,DNK,2021-06-13,8.3,
Denmark,DNK,2021-06-20,2.67,
Denmark,DNK,2021-06-27,3.73,
Denmark,DNK,2021-07-04,14,
Denmark,DNK,2021-07-11,1.42,
Denmark,DNK,2021-07-18,13.92,
Denmark,DNK,2021-07-25,9.6,
Denmark,DNK,2021-08-01,7.74,
Denmark,DNK,2021-08-08,17.42,
Denmark,DNK,2021-08-15,13.24,
Denmark,DNK,2021-08-22,10.99,
Denmark,DNK,2021-08-29,9.27,
Denmark,DNK,2021-09-05,11.37,
Denmark,DNK,2021-09-12,16.03,
Denmark,DNK,2021-09-19,10.29,
Denmark,DNK,2021-09-26,8.58,
Denmark,DNK,2021-10-03,15.63,
Denmark,DNK,2021-10-10,7.58,
Ecuador,ECU,2020-01-05,-1.88,
Ecuador,ECU,2020-01-12,12.36,
Ecuador,ECU,2020-01-19,9.7,
Ecuador,ECU,2020-01-26,6.45,
Ecuador,ECU,2020-02-02,0.18,
Ecuador,ECU,2020-02-09,2.58,
Ecuador,ECU,2020-02-16,8.25,
Ecuador,ECU,2020-02-23,6.6,
Ecuador,ECU,2020-03-01,10.7,
Ecuador,ECU,2020-03-08,-1.15,
Ecuador,ECU,2020-03-15,2.96,
Ecuador,ECU,2020-03-22,10.2,
Ecuador,ECU,2020-03-29,172.05,
Ecuador,ECU,2020-04-05,411.76,
Ecuador,ECU,2020-04-12,325.71,
Ecuador,ECU,2020-04-19,228.48,
Ecuador,ECU,2020-04-26,159.69,
Ecuador,ECU,2020-05-03,106.77,
Ecuador,ECU,2020-05-10,99.03,
Ecuador,ECU,2020-05-17,71.08,
Ecuador,ECU,2020-05-24,61.71,
Ecuador,ECU,2020-05-31,58.53,
Ecuador,ECU,2020-06-07,54.66,
Ecuador,ECU,2020-06-14,65.29,
Ecuador,ECU,2020-06-21,60.11,
Ecuador,ECU,2020-06-28,59.69,
Ecuador,ECU,2020-07-05,66.49,
Ecuador,ECU,2020-07-12,85.32,
Ecuador,ECU,2020-07-19,91.56,
Ecuador,ECU,2020-07-26,98.88,
Ecuador,ECU,2020-08-02,91.44,
Ecuador,ECU,2020-08-09,87.99,
Ecuador,ECU,2020-08-16,78.14,
Ecuador,ECU,2020-08-23,69.71,
Ecuador,ECU,2020-08-30,52.8,
Ecuador,ECU,2020-09-06,57.77,
Ecuador,ECU,2020-09-13,50.12,
Ecuador,ECU,2020-09-20,45.66,
Ecuador,ECU,2020-09-27,37.17,
Ecuador,ECU,2020-10-04,28.2,
Ecuador,ECU,2020-10-11,41.8,
Ecuador,ECU,2020-10-18,32.57,
Ecuador,ECU,2020-10-25,35.74,
Ecuador,ECU,2020-11-01,26.84,
Ecuador,ECU,2020-11-08,23.76,
Ecuador,ECU,2020-11-15,34.23,
Ecuador,ECU,2020-11-22,39.53,
Ecuador,ECU,2020-11-29,31.22,
Ecuador,ECU,2020-12-06,35.26,
Ecuador,ECU,2020-12-13,23.19,
Ecuador,ECU,2020-12-20,29.93,
Ecuador,ECU,2020-12-27,33.05,
Ecuador,ECU,2021-01-03,43.04,
Ecuador,ECU,2021-01-10,43.44,
Ecuador,ECU,2021-01-17,57.4,
Ecuador,ECU,2021-01-24,68.57,
Ecuador,ECU,2021-01-31,59.86,
Ecuador,ECU,2021-02-07,64.16,
Ecuador,ECU,2021-02-14,58.58,
Ecuador,ECU,2021-02-21,61.84,
Ecuador,ECU,2021-02-28,63.9,
Ecuador,ECU,2021-03-07,59.32,
Ecuador,ECU,2021-03-14,65.66,
Ecuador,ECU,2021-03-21,84.1,
Ecuador,ECU,2021-03-28,96.25,
Ecuador,ECU,2021-04-04,106.31,
Ecuador,ECU,2021-04-11,115.94,
Ecuador,ECU,2021-04-18,108.71,
Ecuador,ECU,2021-04-25,140.61,
Ecuador,ECU,2021-05-02,131.07,
Ecuador,ECU,2021-05-09,113.03,
Ecuador,ECU,2021-05-16,97.19,
Ecuador,ECU,2021-05-23,76.51,
Ecuador,ECU,2021-05-30,64.82,
Ecuador,ECU,2021-06-06,49.19,
Ecuador,ECU,2021-06-13,46.68,
Ecuador,ECU,2021-06-20,46.61,
Ecuador,ECU,2021-06-27,42.82,
Ecuador,ECU,2021-07-04,35.91,
Ecuador,ECU,2021-07-11,39.39,
Ecuador,ECU,2021-07-18,38.11,
Ecuador,ECU,2021-07-25,31,
Ecuador,ECU,2021-08-01,36.58,
Ecuador,ECU,2021-08-08,21.05,
Ecuador,ECU,2021-08-15,19.61,
Ecuador,ECU,2021-08-22,14.97,
Ecuador,ECU,2021-08-29,24.34,
Ecuador,ECU,2021-09-05,14.31,
Ecuador,ECU,2021-09-12,14.71,
Ecuador,ECU,2021-09-19,16.68,
Ecuador,ECU,2021-09-26,13.09,
Ecuador,ECU,2021-10-03,16.15,
Egypt,EGY,2020-01-31,-2.74,
Egypt,EGY,2020-02-29,3.38,
Egypt,EGY,2020-03-31,6.23,
Egypt,EGY,2020-04-30,-0.73,
Egypt,EGY,2020-05-31,30.16,
Egypt,EGY,2020-06-30,82.9,
Egypt,EGY,2020-07-31,29.67,
Egypt,EGY,2020-08-31,13.9,
Egypt,EGY,2020-09-30,15.89,
Egypt,EGY,2020-10-31,6.97,
Egypt,EGY,2020-11-30,15.46,
Egypt,EGY,2020-12-31,29.52,
Egypt,EGY,2021-01-31,21.45,
Egypt,EGY,2021-02-28,12.97,
Egypt,EGY,2021-03-31,32.8,
Egypt,EGY,2021-04-30,60.59,
Egypt,EGY,2021-05-31,71.02,
El Salvador,SLV,2020-01-31,3.33,
El Salvador,SLV,2020-02-29,-3.35,
El Salvador,SLV,2020-03-31,-19.94,
El Salvador,SLV,2020-04-30,-44.95,
El Salvador,SLV,2020-05-31,-42.94,
El Salvador,SLV,2020-06-30,61.82,
El Salvador,SLV,2020-07-31,118.55,
El Salvador,SLV,2020-08-31,49.88,
England & Wales,,2020-01-05,0.44,
England & Wales,,2020-01-12,1.7,
