Series Name,Series Code,Country Name,Country Code,2019 [YR2019]
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,New Zealand,NZL,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Nicaragua,NIC,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Niger,NER,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Nigeria,NGA,1.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Northern Mariana Islands,MNP,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Norway,NOR,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Oman,OMN,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Pakistan,PAK,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Palau,PLW,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Panama,PAN,1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Papua New Guinea,PNG,0.9
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Paraguay,PRY,0.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Peru,PER,0.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Philippines,PHL,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Poland,POL,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Portugal,PRT,0.5
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Puerto Rico,PRI,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Qatar,QAT,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Romania,ROU,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Russian Federation,RUS,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Rwanda,RWA,2.6
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Samoa,WSM,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,San Marino,SMR,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sao Tome and Principe,STP,0.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Saudi Arabia,SAU,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Senegal,SEN,0.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Serbia,SRB,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Seychelles,SYC,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sierra Leone,SLE,1.6
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Singapore,SGP,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sint Maarten (Dutch part),SXM,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Slovak Republic,SVK,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Slovenia,SVN,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Solomon Islands,SLB,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Somalia,SOM,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,South Africa,ZAF,19.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,South Sudan,SSD,2.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Spain,ESP,0.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sri Lanka,LKA,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,St. Kitts and Nevis,KNA,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,St. Lucia,LCA,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,St. Martin (French part),MAF,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,St. Vincent and the Grenadines,VCT,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sudan,SDN,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Suriname,SUR,1.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Eswatini,SWZ,27.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sweden,SWE,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Switzerland,CHE,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Syrian Arab Republic,SYR,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Tajikistan,TJK,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Tanzania,TZA,4.8
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Thailand,THA,1.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Timor-Leste,TLS,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Togo,TGO,2.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Tonga,TON,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Trinidad and Tobago,TTO,0.8
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Tunisia,TUN,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Turkey,TUR,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Turkmenistan,TKM,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Turks and Caicos Islands,TCA,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Tuvalu,TUV,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Uganda,UGA,5.6
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Ukraine,UKR,1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,United Arab Emirates,ARE,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,United Kingdom,GBR,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,United States,USA,0.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Uruguay,URY,0.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Uzbekistan,UZB,0.2
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Vanuatu,VUT,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Venezuela, RB",VEN,0.5
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Vietnam,VNM,0.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Virgin Islands (U.S.),VIR,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,West Bank and Gaza,PSE,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,"Yemen, Rep.",YEM,0.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Zambia,ZMB,11.3
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Zimbabwe,ZWE,12.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Africa Eastern and Southern,AFE,5.145697005
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Africa Western and Central,AFW,1.44360685
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Arab World,ARB,0.115127893
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Caribbean small states,CSS,1.229710502
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Central Europe and the Baltics,CEB,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Early-demographic dividend,EAR,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,East Asia & Pacific,EAS,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,East Asia & Pacific (excluding high income),EAP,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Euro area,EMU,0.223473979
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Europe & Central Asia,ECS,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Europe & Central Asia (excluding high income),ECA,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,European Union,EUU,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Fragile and conflict affected situations,FCS,1.535179401
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Heavily indebted poor countries (HIPC),HPC,2.32025768
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,High income,HIC,0.27133863
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,IBRD only,IBD,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,IDA & IBRD total,IBT,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,IDA blend,IDB,1.421884663
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,IDA only,IDX,2.069816082
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,IDA total,IDA,1.814599707
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Late-demographic dividend,LTE,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Latin America & Caribbean,LCN,0.466597778
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Latin America & Caribbean (excluding high income),LAC,0.463128698
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,0.467183245
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Least developed countries: UN classification,LDC,2.195667559
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Low & middle income,LMY,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Low income,LIC,1.856314562
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Lower middle income,LMC,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Middle East & North Africa,MEA,0.102058397
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Middle East & North Africa (excluding high income),MNA,0.102400612
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,0.102400612
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Middle income,MIC,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,North America,NAC,0.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Not classified,INX,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,OECD members,OED,0.311723179
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Other small states,OSS,6.81062913
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Pacific island small states,PSS,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Post-demographic dividend,PST,0.324404441
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Pre-demographic dividend,PRE,2.500347496
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Small states,SST,5.610055455
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,South Asia,SAS,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,South Asia (IDA & IBRD),TSA,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sub-Saharan Africa,SSF,3.675239419
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sub-Saharan Africa (excluding high income),SSA,3.675239419
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,3.675239419
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Upper middle income,UMC,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,World,WLD,0.7
Forest area (sq. km),AG.LND.FRST.K2,Afghanistan,AFG,12084.4
Forest area (sq. km),AG.LND.FRST.K2,Albania,ALB,7889
Forest area (sq. km),AG.LND.FRST.K2,Algeria,DZA,19390
Forest area (sq. km),AG.LND.FRST.K2,American Samoa,ASM,171.6
Forest area (sq. km),AG.LND.FRST.K2,Andorra,AND,160
Forest area (sq. km),AG.LND.FRST.K2,Angola,AGO,671624.4
